id,tweet_text,tweet_date,sentiment,query_used
1031760509085790208,foo :) : 400e84d5-1e93-4d95-8280-2d99fc5bbb12,Tue Aug 21 04:30:49 +0000 2018,Positivo,:)
1031760488705576960,Quando você joga com um youtuber que você segue e nem percebe na hora rs. Hope I've beaten you mr. @Alex_Olney from @nintendolife :P https://t.co/FMnZCneQUa,Tue Aug 21 04:30:44 +0000 2018,Positivo,:)
1031760312259817473,@bebadoetriste é pra fazer torresmo :),Tue Aug 21 04:30:02 +0000 2018,Positivo,:)
1031760256005812224,@Calebe80781696 Vixe q treta novelesca! Que bom a amizade foi forte e vcs estão conectados ainda! :))),Tue Aug 21 04:29:48 +0000 2018,Positivo,:)
1031760072450486272,Aqui lembrando o shade das donzelas. :) A Camila foi perguntanda em uma entrevista e disse que na hora estava em casa e ATÉ chorou vendo isso. https://t.co/HDIPdpaTgM,Tue Aug 21 04:29:05 +0000 2018,Positivo,:)
1031760070936281089,@LelloucheNico Bravo ! :),Tue Aug 21 04:29:04 +0000 2018,Positivo,:)
1031760000501276674,Gostei de um vídeo @YouTube https://t.co/FGEgHwa67q(??LIVE) FORTNITE DA NIGHT :D - LEOZERA - PC,Tue Aug 21 04:28:47 +0000 2018,Positivo,:)
1031759962119262208,"Nenhum dos itens são meus. Tô só fazendo aquela divulgação :D SP tem preferência pra entrega em mãos, mas a gente faz uns Sedex aí e tal RT do amor pra chegar no próximo Faker!",Tue Aug 21 04:28:38 +0000 2018,Positivo,:)
1031759955718635522,@tommezequiel10 de nada :),Tue Aug 21 04:28:37 +0000 2018,Positivo,:)
1031759880326205440,"@barbaraveronni1 @anacxrvalho @Just_Foxyz. simples ... vou deixa d assistir aquele "" ..."" p vê essa série... :) adeus :)",Tue Aug 21 04:28:19 +0000 2018,Positivo,:)
1031759873631911938,Não estou conseguindo twittar muito pois meu celular está meio bugado e estou totalmente focado na cobertura em português desse TI. As entrevistas e conteúdos extra estão vindo aos poucos ao longo dos dias. :D,Tue Aug 21 04:28:17 +0000 2018,Positivo,:)
1031759807278198789,Alguém me fala como é ser feliz? :) #TercaDetremuraSDV,Tue Aug 21 04:28:01 +0000 2018,Positivo,:)
1031759690328416257,"@MongeHan 5x8cm Hollywood mint, mas tem formas diferentes, dependendo da marca, mas é por aí a média :)",Tue Aug 21 04:27:33 +0000 2018,Positivo,:)
1031759688705040384,Mpoooos :))))) https://t.co/5tspCEMtSL,Tue Aug 21 04:27:33 +0000 2018,Positivo,:)
1031759668618690561,ia marcar a ceci mas ela me deu softblock :),Tue Aug 21 04:27:28 +0000 2018,Positivo,:)
1031759667440115712,@aclarapinheir0 Delicada demais :D,Tue Aug 21 04:27:28 +0000 2018,Positivo,:)
1031761684573167617,Tu foi obrigado então? — minha essência é a mesma :) https://t.co/gU8NAeK2Jh,Tue Aug 21 04:35:29 +0000 2018,Positivo,:)
1031759573890342912,"@stelartoiss consciência pesou e eu desisti de assistir, melhor dormir msm :)",Tue Aug 21 04:27:06 +0000 2018,Positivo,:)
1031759491790983170,@RadioRockPuro Boa noite Dino :-),Tue Aug 21 04:26:46 +0000 2018,Positivo,:)
1031759479191339008,"@julialimapessoa Boa noite, Pessoinha :))",Tue Aug 21 04:26:43 +0000 2018,Positivo,:)
1031759434601689089,"E pra fechar, o teclado da Alienware, modelo Pro Gaming AW768 Caralho, que teclado bonito da porra! Nos detalhes: tecladim mecânico com switches brown, aquele com resposta tátil FODA e força de acionamento show! Além de RGB, macros, atalhos programáveis e tudo! R$ 600 + Frete :) https://t.co/W7mT5xezgO",Tue Aug 21 04:26:33 +0000 2018,Positivo,:)
1031759448518344704,Ter razão ou ter paz? — Razão :D https://t.co/jzwINCCI1A,Tue Aug 21 04:26:36 +0000 2018,Positivo,:)
1031759178350690304,@savvasmor mmmmmm iperoxos oute sto alepoxori nasouna :),Tue Aug 21 04:25:31 +0000 2018,Positivo,:)
1031759108448215040,Gostei de um vídeo do @YouTube https://t.co/wJv8OhOKFs FORTNITE ! NOVAS SKINS :D COMPRO ? R.I.P. TOMATO TOWN ? ?? 511 WINS,Tue Aug 21 04:25:15 +0000 2018,Positivo,:)
1031759104807784450,Como n bastasse o wolverine e o doctor strange incompleto agora é a vez do deadpool :) https://t.co/H13WBkZvuQ,Tue Aug 21 04:25:14 +0000 2018,Positivo,:)
1031758924226154496,Última vez pedi pra nunca mais me deixar não esperou dar nem uma semana p me jogar fora feito lixo :),Tue Aug 21 04:24:31 +0000 2018,Positivo,:)
1031758918626762752,Factions Medieval em Desenvolvimento :) Será que vai dar boa? IP: https://t.co/LV6X5tYX7B,Tue Aug 21 04:24:30 +0000 2018,Positivo,:)
1031758914407227394,LIVESTREAM FORTNITE NO AR MANOS :D #PARTILHA !!!!! https://t.co/5ubmaAvvwA,Tue Aug 21 04:24:29 +0000 2018,Positivo,:)
1031758910686941184,@melissapena_ T voa partir tu madre :),Tue Aug 21 04:24:28 +0000 2018,Positivo,:)
1031758846434238464,Gostei de um vídeo @YouTube https://t.co/LGNjrDc2Qf To The Races - Lana Del Rey - Lyrics :),Tue Aug 21 04:24:12 +0000 2018,Positivo,:)
1031758765278801920,Estive a arrumar até agora :),Tue Aug 21 04:23:53 +0000 2018,Positivo,:)
1031758744957399040,hoje foi um dia bom :),Tue Aug 21 04:23:48 +0000 2018,Positivo,:)
1031758803212099585,"@veek_oficial Parabéns pela oferta de R$20 por 30 dias. Vocês se tornaram a melhor opção no mercado p/ quem quer manter um número que não usa mais como principal. E isso virará 100% de lucro, já que esse perfil de cliente não gera despesa de VU-M :D",Tue Aug 21 04:24:02 +0000 2018,Positivo,:)
1031758707733004288,Se tu diz :D,Tue Aug 21 04:23:39 +0000 2018,Positivo,:)
1031761638867849219,@lumabargo vc é :) olha como seu cachorro é feliz,Tue Aug 21 04:35:18 +0000 2018,Positivo,:)
1031761644349792256,"@Primo_Resmungao @God_is_a_she A tua mulher partilha cmg o gosto por guardar caixas(e n só) e a profissao. :P plo menos ate ao momento, q agr tou d baixa e dp nem sei...mas à uns5anos q faço isso.",Tue Aug 21 04:35:19 +0000 2018,Positivo,:)
1031761480096641025,@Roboox23 De nada :D,Tue Aug 21 04:34:40 +0000 2018,Positivo,:)
1031761308847419392,Vou me deitar às 5h30 :)))),Tue Aug 21 04:33:59 +0000 2018,Positivo,:)
1031761722766487552,"@yixingtoxic Os resultados das pesquisas se baseia no que você anda assistindo no yt, então isso so mostrar que você anda vendo muito BTS. Obrigada pela visibilidade e reconhecimento anjo :)) https://t.co/fk7HWmC3Fu",Tue Aug 21 04:35:38 +0000 2018,Positivo,:)
1031761297656950784,"@euguruanna @garciaa1903 Não tenho como adotar, mas posso te ajudar com ração ou alguma outra coisa :)",Tue Aug 21 04:33:57 +0000 2018,Positivo,:)
1031761171882369026,mesmo wrrando umas bala nada a ve me chamaram :),Tue Aug 21 04:33:27 +0000 2018,Positivo,:)
1031761458290466818,Eu tava com sdds dele :),Tue Aug 21 04:34:35 +0000 2018,Positivo,:)
1031758657225027584,@xtramirrestrial dinosaurs!!!! :) https://t.co/uTqt1vnISv,Tue Aug 21 04:23:27 +0000 2018,Positivo,:)
1031758641551040512,@marlondm @GeorgMarques @agenciacnt 1. Pq vc vive em sua bolha 2. Pq os eleitores do Lula n são fakes ou contas robôs q ficam falando asneira em qualquer post q aparece como de outros candidatos. As pessoas tem + oq fazer :),Tue Aug 21 04:23:23 +0000 2018,Positivo,:)
1031758592339333120,só observo minha irmã sendo um anjinho comigo porque precisa de uma modelo de make pra amanhã quando ela não precisa de mim é uma escrota :),Tue Aug 21 04:23:12 +0000 2018,Positivo,:)
1031758477415337984,"Acabei de ganhar um Minecraft Original na LojaBolada, sim foi de graça :) Entre aqui e saiba como ganhar também: https://t.co/rTwikJNaEO #LojaBolada #MinecraftFree",Tue Aug 21 04:22:44 +0000 2018,Positivo,:)
1031758552946356229,"sou líder de todas as turmas do meu curso, estou c as fichas dos jogos, não tô indo na faculdade e a galera não para de mandar msg querendo ficha :)",Tue Aug 21 04:23:02 +0000 2018,Positivo,:)
1031758429113724928,boa noite :),Tue Aug 21 04:22:33 +0000 2018,Positivo,:)
1031758461980344320,@lucaskCRF Pra tirar a maquiagem :),Tue Aug 21 04:22:41 +0000 2018,Positivo,:)
1031758345361874944,@padilhafbpa Consegue baixar Discord no seu celular? Vai facilitar bastante a comunicação :P,Tue Aug 21 04:22:13 +0000 2018,Positivo,:)
1031758274591383553,"@bazert @Publico Foi o tema do meu trabalho final da pós graduação (fiz prova com o ""pai"" da legislação) , e da Agregação na Ordem. E quando vim para aqui descobri uma data de gente que foi completamente enganada, tinham titulos de férias em vez de time sharing... :)",Tue Aug 21 04:21:56 +0000 2018,Positivo,:)
1031758225950076928,"ok eu falto quarta, faço o trabalho de educação física pela manhã e à tarde vou pra casa da minha amiga fazer o trabalho de artes :D https://t.co/mMLtyXNmth",Tue Aug 21 04:21:44 +0000 2018,Positivo,:)
1031758196312928256,@Cherrybomb11111 De nada! :),Tue Aug 21 04:21:37 +0000 2018,Positivo,:)
1031758131808940033,Hora de assistir :) pq estudar eu não tô conseguindo,Tue Aug 21 04:21:22 +0000 2018,Positivo,:)
1031758081280094209,"Acho q o Kayke tentou me elogiar me comparando c a Hanna, porém esqueceu do detalhe q ela morre :)",Tue Aug 21 04:21:10 +0000 2018,Positivo,:)
1031758063378866176,"as letras do xxxt nunca fizeram tanto sentido, rajada :D",Tue Aug 21 04:21:06 +0000 2018,Positivo,:)
1031757994046963717,"@Monica_ARMY1 mano fiquei triste, posso ser cupido :)",Tue Aug 21 04:20:49 +0000 2018,Positivo,:)
1031757940187910144,Que bolonqui estoy manejando (:)/(-((/,Tue Aug 21 04:20:36 +0000 2018,Positivo,:)
1031757888069545985,@alexandre_lops @gabiiiidarosa Sim a gente pode gravar aí nóis janta :),Tue Aug 21 04:20:24 +0000 2018,Positivo,:)
1031757766363422723,Nova tela de fundo do meu #Desktop :) https://t.co/BGv6vdy7sP,Tue Aug 21 04:19:55 +0000 2018,Positivo,:)
1031757746314641408,@lkp9812 @ForeverShady98 eminem ft ariana grande :))))) https://t.co/BoEns5zOim,Tue Aug 21 04:19:50 +0000 2018,Positivo,:)
1031757717092945920,"So queria morrer um pouco, tipo pra sempre :)",Tue Aug 21 04:19:43 +0000 2018,Positivo,:)
1031757706770694144,Corrente da autoestima :) Quem curtir te acha bonita — ta bom https://t.co/EEzbSURjnT,Tue Aug 21 04:19:41 +0000 2018,Positivo,:)
1031757698449195013,@squizxy Silver? :))),Tue Aug 21 04:19:39 +0000 2018,Positivo,:)
1031757625648664576,seu nome é só Eduarda ou Maria Eduarda ? — maria eduarda :) https://t.co/MysypPL1R3,Tue Aug 21 04:19:21 +0000 2018,Positivo,:)
1031757603997659137,Bonita historia :) https://t.co/dhSxUViGbB,Tue Aug 21 04:19:16 +0000 2018,Positivo,:)
1031757583567265794,af pq és tão lindo — obrigadoo :) https://t.co/O5083fc0ic,Tue Aug 21 04:19:11 +0000 2018,Positivo,:)
1031757523794190336,"vamo lá! ??????""não quero dinheiro eu quero amor sincero, é isso que eu espero"" :) https://t.co/RbSt66QY2P",Tue Aug 21 04:18:57 +0000 2018,Positivo,:)
1031757379514388480,@eduardo01655222 7 mil milhoes é usado na europa 7 biloes é usado na america :),Tue Aug 21 04:18:23 +0000 2018,Positivo,:)
1031757357838155776,@yazmin_medina2 NUNCA es tarde :))),Tue Aug 21 04:18:17 +0000 2018,Positivo,:)
1031757336216363008,"@youngsnowblood obrigada :)?? eu tb acho bonito, mas as outras, não eu kqlwlwkw pq é um saco quando é só vc, a diferentona dentre todo mundo",Tue Aug 21 04:18:12 +0000 2018,Positivo,:)
1031757315702251520,Inveja tenho de quem consegue dormir de dia :p,Tue Aug 21 04:18:07 +0000 2018,Positivo,:)
1031757262463885313,"@JaquePauula Hahahah maid sem noção, isso sim :p",Tue Aug 21 04:17:55 +0000 2018,Positivo,:)
1031757260480020480,"@_ninosantos @igorescorreia Não vou discutir com vcs :) Até pq eu preferia nao ter beijado, então nao me irrita",Tue Aug 21 04:17:54 +0000 2018,Positivo,:)
1031757236413128704,"@pedromyguel Mas ele não premia vídeo mudo :) Então tá tudo bem, assim como tem melhor trilha sonora original no Oscar (e olha que eles premiam vídeos mudos)",Tue Aug 21 04:17:48 +0000 2018,Positivo,:)
1031757224215961600,Talo tnc :)))),Tue Aug 21 04:17:46 +0000 2018,Positivo,:)
1031758323744493569,"Na boa, sou muito apaixonado no teu sorriso e teu jeito de ser, diz que aceita ser minha mulher — Que fofo :) https://t.co/EegLmeHd7k",Tue Aug 21 04:22:08 +0000 2018,Positivo,:)
1031757800488230912,@_ninosantos @igorescorreia Não vai ver :),Tue Aug 21 04:20:03 +0000 2018,Positivo,:)
1031757438423392256,"@mumaaji Na verdade, os testes são bem limitados por não dizerem respeito à própria categoria de separação de ''funções''. É limitado a T-F, E-I, S-N, J-P. Só que essa separação está errada. Não é muito recomendável se basear pelos testes. Eu mesmo achava que fosse ENTP, anteriormente. :)",Tue Aug 21 04:18:37 +0000 2018,Positivo,:)
1031757059350511616,"@598quadrados tu nao eh teus traumas, tu eh o presente, um instante, so oq te define é o que tu vai ser daqui p frente :)",Tue Aug 21 04:17:06 +0000 2018,Positivo,:)
1031756726578683904,Toquei ukulele até ficar com câimbra nos dedos :),Tue Aug 21 04:15:47 +0000 2018,Positivo,:)
1031756614087467009,@gisneris @luanica_ não sou a única que escuta roupa nova :D,Tue Aug 21 04:15:20 +0000 2018,Positivo,:)
1031756443505119233,"Pai: Simão Mãe: Alexandre Filho: Araújo Caso: Filho apanha grande moca, grega e obriga os pais A cuidarem do menino às 4 da manhã durante 1 hora e meia, today was a good day :)) Boa experiência paternal, neste caso maternal &lt;33 Amigos 4ever drogadinho",Tue Aug 21 04:14:39 +0000 2018,Positivo,:)
1031755918285914112,@rihanney se você não for me ignorar :),Tue Aug 21 04:12:34 +0000 2018,Positivo,:)
1031755244148076550,"Comeu eshilley né safado OKAISUWOSOKSSKSISSJS — O que se fez a dois, nunca será comentado a três :) https://t.co/hyL5XszyCz",Tue Aug 21 04:09:53 +0000 2018,Positivo,:)
1031754670342131712,"@beamarcelino Aleatórias não, bora construir :)",Tue Aug 21 04:07:37 +0000 2018,Positivo,:)
1031754099031715840,Mas fui ao mc :)))),Tue Aug 21 04:05:20 +0000 2018,Positivo,:)
1031753851140038656,"vi sua namorada sem voce no role vcs terminaram vc ta solteiro? — não tô solteiro e minha mina tem liberdade de sair qnd ela quiser, confiança o nome meu bem :) https://t.co/pDLWwelH7h",Tue Aug 21 04:04:21 +0000 2018,Positivo,:)
1031753473090613248,Vai dormir :D — Nao tenho sono ?? https://t.co/jNqSAbn6Bo,Tue Aug 21 04:02:51 +0000 2018,Positivo,:)
1031753249379045376,mate um d5 na paulada :),Tue Aug 21 04:01:58 +0000 2018,Positivo,:)
1031752792258633729,Esperando a chuva :),Tue Aug 21 04:00:09 +0000 2018,Positivo,:)
1031752476435906562,@rafaelaboth amanhã sai no https://t.co/WavC3S3Kh6 eu posto aqui :),Tue Aug 21 03:58:54 +0000 2018,Positivo,:)
1031752212236705793,Jogando fortnite squad com @MaranhaoGabriel @igorfsn @danillolf https://t.co/MvnOdAfTNi Vem :),Tue Aug 21 03:57:51 +0000 2018,Positivo,:)
1031751604574347266,"100% nem aí, meu anjo. :)",Tue Aug 21 03:55:26 +0000 2018,Positivo,:)
1031751114373378051,Esse é o meu garoto :) https://t.co/yL23kcteJ9,Tue Aug 21 03:53:29 +0000 2018,Positivo,:)
1031750596687290368,"@alves_delmar Well, duas mulheres maravilhosas! :)",Tue Aug 21 03:51:25 +0000 2018,Positivo,:)
1031750487144587264,"Então né guys, boa noite :) https://t.co/46vF4Wnky1",Tue Aug 21 03:50:59 +0000 2018,Positivo,:)
1031750076333518848,@crazyyviruss n sei pq me lembrei daquele vídeo do Baek olhando bem olhado a Hwasa :) https://t.co/e3IgrgfRzK,Tue Aug 21 03:49:21 +0000 2018,Positivo,:)
1031749720916545536,"tem gnt q n muda, o tempo pode passar e n muda, n cresce, n desenvolve as ideias, as prioridades, os defeitos, simplesmente n muda, e não é você que vai mudar esse alguém. ngm muda ngm, temos o poder de mudar nós mesmos, e só :)",Tue Aug 21 03:47:57 +0000 2018,Positivo,:)
1031749310860419079,":)))) to mm a ver que amanhã acordo c bué dm""s a dizer ""tu e a nicole têm beef"" juro ?? https://t.co/Er6SO3qBUd",Tue Aug 21 03:46:19 +0000 2018,Positivo,:)
1031748869456048128,"@LMattarMonteiro @QueenWillRock @Campinas No início não curti mto a ideia do Queen retornar sem Mercury, porém depois gostei de continuarem levando o legado do Queen estrada afora . Foi 1 decisão emocional em ter parado, era mto próximo do FM. But... ""The Show Must Go On"" Linda a sua mãezinha.:)",Tue Aug 21 03:44:34 +0000 2018,Positivo,:)
1031748285743153152,@s2_line mas é algo :),Tue Aug 21 03:42:14 +0000 2018,Positivo,:)
1031748055001976832,"@effectscabello então tá bom nina, pense o que quiser :) minha consciência limpissima",Tue Aug 21 03:41:19 +0000 2018,Positivo,:)
1031747884016984064,"Nossa. Saber disso em só algumas palavras qq ' Parabéns. — impressionado? de qualquer forma, obrigada :) https://t.co/BNLzFYDefx",Tue Aug 21 03:40:39 +0000 2018,Positivo,:)
1031747427856998401,sigo de boa tbm por saber que dedo nao faz filho :),Tue Aug 21 03:38:50 +0000 2018,Positivo,:)
1031746913312366592,país racista e premiação racista boicotando a música que denuncia o racismo :),Tue Aug 21 03:36:47 +0000 2018,Positivo,:)
1031746646533652481,@andresbravo91 @TiendasMAX @ConectionGT @PuntoNaranjaGT @superlatorre ¡Nítido! :) https://t.co/XBhkyxifXj,Tue Aug 21 03:35:44 +0000 2018,Positivo,:)
1031746376932241408,@isabelleweyller @safadelizantebb Realmente :),Tue Aug 21 03:34:39 +0000 2018,Positivo,:)
1031746102905597952,"mt benten bales nanti ae, capeq :)",Tue Aug 21 03:33:34 +0000 2018,Positivo,:)
1031745864056877057,@QueAmara A ser* :),Tue Aug 21 03:32:37 +0000 2018,Positivo,:)
1031745539983990784,"Hoje foi o pior dia da minha vida. Ia postar isso no face, mas aí lembrei que tenho ex's lá, então vou continuar fingindo que minha vida está ótima :)",Tue Aug 21 03:31:20 +0000 2018,Positivo,:)
1031745073317388290,@nicolettiFPS vlw irmãozin tmj! trombaremos muito ainda :D,Tue Aug 21 03:29:29 +0000 2018,Positivo,:)
1031744587663060992,@shawntyrel na medida do possível e vc? :D,Tue Aug 21 03:27:33 +0000 2018,Positivo,:)
1031744167653924864,"Coisinha mais linda do mundo é a pessoa perguntar o que aconteceu, FICAR PUTO pq eu respondi e ainda sair gritando aos 4 ventos :)",Tue Aug 21 03:25:53 +0000 2018,Positivo,:)
1031743354885877760,@DaftHill Eu queria ir p casa cedo dormir :),Tue Aug 21 03:22:39 +0000 2018,Positivo,:)
1031743095581368321,@trashrocksite siiiiiiiiim! mereceu demais. :),Tue Aug 21 03:21:37 +0000 2018,Positivo,:)
1031742761152770049,@CaptainHopper Obrigada :),Tue Aug 21 03:20:17 +0000 2018,Positivo,:)
1031742479958257664,Só espero que estejas feliz do que fizeste rapariga :)),Tue Aug 21 03:19:10 +0000 2018,Positivo,:)
1031742220397948929,eu achei bem fofinho :) https://t.co/PIfBB1krUw,Tue Aug 21 03:18:08 +0000 2018,Positivo,:)
1031741919800565760,aiii deixa esseee!! -D — aaa vou deixar :)) https://t.co/5AyIOkHUw5,Tue Aug 21 03:16:57 +0000 2018,Positivo,:)
1031757236249538566,@TurbzAU no problem :D,Tue Aug 21 04:17:48 +0000 2018,Positivo,:)
1031756742592524288,RR - acho que nunca te vi mas és MUITO giro :)),Tue Aug 21 04:15:51 +0000 2018,Positivo,:)
1031756611738587137,"a nicki e a ariana salvaram o vma pra mim, eu simplesmente to muito mais apaixonado por elas. ambas levaram um prêmio pra casa e fizeram as duas melhores performances. n poderia estar mais orgulhoso :)",Tue Aug 21 04:15:20 +0000 2018,Positivo,:)
1031756403562696705,"Quando se trata de uma mulher de verdade, uma mãe é um exemplo de uma... :) ela esperar, cuida e incentiva seu filho e o acompanha, em vez de critica-lo e ficar lhe colocando pra baixo. https://t.co/wZr3tvYIon",Tue Aug 21 04:14:30 +0000 2018,Positivo,:)
1031755757920899074,Apenas aprendendo a viver com esta situação :),Tue Aug 21 04:11:56 +0000 2018,Positivo,:)
1031755205455630337,eu achei a lara jean muito fofinha :) https://t.co/VhccfGM5JB,Tue Aug 21 04:09:44 +0000 2018,Positivo,:)
1031754532345114624,@Mbagaskara3 @R_AninJKT48 Bodo :p,Tue Aug 21 04:07:04 +0000 2018,Positivo,:)
1031754180397096960,Um bixin é como um ser humano não consigo entender como alguém machuca um ser tão indefeso bando de fdp infeliz :),Tue Aug 21 04:05:40 +0000 2018,Positivo,:)
1031753979544391680,Só me falta a pessoa :) https://t.co/YGjp6uOQMI,Tue Aug 21 04:04:52 +0000 2018,Positivo,:)
1031753579646935040,"projeto concluído, amanhã eu vou testar :) em Londrina https://t.co/uV2byjjcrf",Tue Aug 21 04:03:17 +0000 2018,Positivo,:)
1031753383412211712,Fiz isso e sinceramente melhor coisa :) https://t.co/Wf3BFx9JMW,Tue Aug 21 04:02:30 +0000 2018,Positivo,:)
1031752908319145985,"Pra quem sempre pediu meu som na rua, acho que chego a hora :D",Tue Aug 21 04:00:37 +0000 2018,Positivo,:)
1031752581041844224,sippinpurpp é merda :) https://t.co/jaWPEyxHiA,Tue Aug 21 03:59:19 +0000 2018,Positivo,:)
1031752284395503618,"Uma coisa é certa, to feliz só do meu pc rodar o Adobe Premier Pro 2017... :)",Tue Aug 21 03:58:08 +0000 2018,Positivo,:)
1031752112563277824,mais um dia eu brilhando :D https://t.co/ohISrpdmKo,Tue Aug 21 03:57:27 +0000 2018,Positivo,:)
1031751977376600065,"@jessii_kim De nada... quando quiser, só chamar :) xx",Tue Aug 21 03:56:55 +0000 2018,Positivo,:)
1031751216613806080,"@oMeiaUm Me inspirei, então fiz mais um pra pertubar seu juízo :D https://t.co/1hpMtUK98i",Tue Aug 21 03:53:53 +0000 2018,Positivo,:)
1031750796713619459,"@hamikosan Obrigada ?? o site é o do post mesmo, https://t.co/lyJdmyZs0O :) e contato e orçamento por email",Tue Aug 21 03:52:13 +0000 2018,Positivo,:)
1031750500394446848,Na hora de ir procurar porno sabe usar ela direitinho né. VSF :),Tue Aug 21 03:51:02 +0000 2018,Positivo,:)
1031750119543267328,Estás soltera o con pareja? — Soltera :) https://t.co/CNUmBOUO7C,Tue Aug 21 03:49:32 +0000 2018,Positivo,:)
1031749822188060672,@mau10 Você é um príncipe? Bora misturar esse sangue real :),Tue Aug 21 03:48:21 +0000 2018,Positivo,:)
1031749594558988288,"“Acho que vou indo” “Naaaooo, fica comigo” “Não tens sono?” “Eu não, tu tens?” “Um bocado, mas eu fico” “Obrigaaadoooo” “Então e o que estás a fazer?” “Oi? Tas aí” “Oooohhhh” :)",Tue Aug 21 03:47:26 +0000 2018,Positivo,:)
1031749089434771456,@CelinaCapito Nem eu queria :),Tue Aug 21 03:45:26 +0000 2018,Positivo,:)
1031748788111720448,@RobertoZocatel1 Obrigada :D,Tue Aug 21 03:44:14 +0000 2018,Positivo,:)
1031748234732085253,"@mileyfetish @sobergaga @roronoakurosaki @mileyroots @bchartsnet Video do ano é por votação. Votei em Katy 2011, teve gaga 2010 e por aí vai :)",Tue Aug 21 03:42:02 +0000 2018,Positivo,:)
1031747522216247301,@unlykkeli OBRIGADA QUERIDA ?? eu to so :D,Tue Aug 21 03:39:12 +0000 2018,Positivo,:)
1031747134767476736,"passei aqui so pra falar q vc é linda dmssss e n se deixe abalar por essas coisas, vc é q boa dms pra td mundo :) — ô meu deus brigada minha vida?????????? https://t.co/PI7UdwApA4",Tue Aug 21 03:37:40 +0000 2018,Positivo,:)
1031747104316829697,@sobergaga @roronoakurosaki @mileyroots @bchartsnet Votação na categoria video do ano. :),Tue Aug 21 03:37:33 +0000 2018,Positivo,:)
1031746784966729728,https://t.co/loxS2HvTcm Seguindo todos que puderem dar RT. É uma forma de divulgar meu trabalho. :) #TercaDeTremuraSDV,Tue Aug 21 03:36:17 +0000 2018,Positivo,:)
1031746492728528901,Boa noite bons sonhos :),Tue Aug 21 03:35:07 +0000 2018,Positivo,:)
1031746049042468866,"Eu não sou dessas pessoas movida a sexo não, mas esse tempo só faz falta de uma mozão :)",Tue Aug 21 03:33:21 +0000 2018,Positivo,:)
1031745690546970624,"Pra sempre bonde do bodão em nossos corações! :´) Para mim foram quase 9 meses jogando como ""Number 6 Victory"", agora estamos a procura de representar uma nova org. Line: @pahfps @pathimis @dehprieto @fateCSGO @GabrielaBokor Coach: @csfredygo Manager: @ixtorme",Tue Aug 21 03:31:56 +0000 2018,Positivo,:)
1031745439794700289,@exaltazaura É uma cianobactéria riquíssima em proteína. Excelente suplemento para vegetarianos e veganos. Dá uma pesquisada! :),Tue Aug 21 03:30:56 +0000 2018,Positivo,:)
1031744988743430144,"@GeBreves @bombomdecaju @ilovefunkrj Adoro esse argumento, já aconteceu com familiar meu. Olha, ele não foi mutilado :)",Tue Aug 21 03:29:08 +0000 2018,Positivo,:)
1031744427713159168,"Não ficou igual, mas eu gostei :-) https://t.co/bXJHZC7SHz",Tue Aug 21 03:26:55 +0000 2018,Positivo,:)
1031743824266190848,"Depois de amanhã é meu vôo para morar um ano em Vancouver, espero encontrar @CdNLeon e a @nilmoretto :D",Tue Aug 21 03:24:31 +0000 2018,Positivo,:)
1031743494996545536,"well acabei de descobrir que se mandar vir 6 garrafas destas, o shipping é free :D fica só a 261$",Tue Aug 21 03:23:12 +0000 2018,Positivo,:)
